Entity,Code,Political regime
Angola,AGO,0
Angola,AGO,0
Angola,AGO,0
Angola,AGO,0
Angola,AGO,0
Angola,AGO,0
Angola,AGO,0
Angola,AGO,0
Angola,AGO,0
Angola,AGO,1
Angola,AGO,1
Angola,AGO,1
Angola,AGO,1
Angola,AGO,1
Angola,AGO,1
Angola,AGO,1
Angola,AGO,1
Angola,AGO,1
Angola,AGO,1
Angola,AGO,1
Angola,AGO,1
Angola,AGO,1
Angola,AGO,1
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,0
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,1
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,1
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,1
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,1
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,0
Argentina,ARG,1
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Argentina,ARG,2
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,0
Armenia,ARM,2
Armenia,ARM,2
Armenia,ARM,2
Armenia,ARM,2
Armenia,ARM,2
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,1
Armenia,ARM,2
Armenia,ARM,2
Armenia,ARM,2
Armenia,ARM,2
Armenia,ARM,2
Armenia,ARM,2
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,0
Australia,AUS,1
Australia,AUS,1
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,2
Australia,AUS,2
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Australia,AUS,3
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
Austria,AUT,0
